follower_id,followee_id
116,211
116,271
116,274
116,330
116,486
116,494
116,526
116,556
116,599
116,689
116,708
116,830
116,837
117,429
117,527
117,554
117,641
117,666
117,692
117,757
117,797
117,967
117,990
117,995
118,40
118,58
118,70
118,82
118,96
118,105
118,223
118,240
118,299
118,391
118,405
118,407
118,529
118,531
118,545
118,565
118,569
119,66
119,67
119,68
119,71
119,143
119,224
119,243
119,255
119,274
119,281
119,339
119,454
119,464
119,481
119,493
119,524
119,535
119,641
119,705
119,706
119,759
119,845
119,933
119,991
120,29
120,180
120,236
120,237
120,289
120,294
120,300
120,382
120,457
120,498
120,534
120,581
120,592
120,651
120,695
120,889
120,944
121,81
121,120
121,214
121,239
121,257
121,617
121,683
121,718
121,790
121,843
121,944
122,9
122,23
122,24
122,197
122,246
122,277
122,305
122,347
122,373
122,436
122,523
122,694
122,835
122,845
122,862
123,109
123,113
123,120
123,140
123,174
123,182
123,197
123,208
123,282
123,289
123,298
123,316
123,347
123,423
123,506
123,593
123,664
123,674
123,685
124,161
124,257
124,476
124,481
124,597
124,608
124,679
124,758
124,797
124,919
124,963
125,80
125,81
125,202
125,232
125,271
125,372
125,376
125,382
125,429
125,481
125,711
125,725
125,744
125,937
125,969
126,183
126,219
126,265
126,314
126,324
126,341
126,366
126,441
126,578
126,622
126,648
126,777
126,781
126,866
127,10
127,42
127,100
127,189
127,260
127,288
127,313
127,323
127,324
127,325
127,407
127,468
127,720
127,729
127,776
127,795
127,884
127,976
127,983
128,41
128,135
128,292
128,396
128,397
128,406
128,486
128,506
128,517
128,534
128,542
128,558
128,671
128,704
128,729
128,855
128,905
128,968
129,12
129,151
129,218
129,322
129,342
129,350
129,457
129,483
129,691
129,732
129,800
129,835
129,843
129,867
130,24
130,37
130,44
130,111
130,124
130,132
130,142
130,157
130,207
130,221
130,229
130,259
130,267
130,284
130,316
130,329
130,352
130,357
130,385
130,388
130,460
130,496
130,520
130,593
130,614
130,619
130,641
130,752
130,781
130,863
130,865
130,913
130,930
131,8
131,30
131,115
131,146
131,148
131,239
131,244
131,338
131,399
131,435
131,441
131,463
131,479
131,520
131,684
131,727
131,743
131,838
131,956
132,42
132,178
132,183
132,198
132,210
132,256
132,327
132,329
132,334
132,397
132,413
132,453
132,547
132,591
132,609
132,647
132,689
132,849
132,930
133,19
133,31
133,52
133,183
133,196
133,222
133,242
133,274
133,289
133,315
133,385
133,390
133,446
133,536
133,593
133,599
133,613
133,632
133,706
133,764
133,789
133,792
133,918
134,62
134,67
134,69
134,83
134,130
134,248
134,446
134,537
134,560
134,580
134,668
134,744
134,839
135,31
135,41
135,82
135,102
135,119
135,175
135,195
135,258
135,304
135,330
135,341
135,380
135,390
135,398
135,433
135,461
135,466
135,476
135,538
135,783
135,804
135,906
136,63
136,100
136,156
136,298
136,310
136,411
136,434
136,436
136,565
136,606
136,620
136,633
136,671
136,870
136,955
137,3
137,114
137,116
137,147
137,195
137,197
137,203
137,270
137,282
137,306
137,315
137,337
137,451
137,457
137,466
137,607
137,656
137,746
137,922
137,924
137,972
138,62
138,84
138,206
138,286
138,401
138,452
138,480
138,556
138,570
138,581
138,591
138,602
138,607
138,690
138,698
138,771
138,778
138,849
138,852
138,874
138,875
138,894
138,957
139,94
139,99
139,146
139,207
139,235
139,260
139,315
139,357
139,421
139,459
139,578
139,599
139,702
139,771
139,776
139,884
139,962
140,30
140,56
140,84
140,228
140,284
140,362
140,387
140,466
140,629
140,638
140,781
140,913
140,940
140,992
141,6
141,196
141,208
141,212
141,242
141,251
141,263
141,343
141,458
141,467
141,499
141,534
141,539
141,555
141,612
141,676
141,697
141,745
141,810
141,815
141,826
141,827
142,29
142,128
142,184
142,215
142,229
142,365
142,465
142,480
142,596
142,638
142,669
142,798
142,835
142,899
143,20
143,64
143,165
143,180
143,240
143,266
143,273
143,281
143,316
143,483
143,649
143,660
143,696
143,756
143,770
143,771
143,849
143,875
143,933
143,935
144,9
144,98
144,213
144,229
144,331
144,381
144,428
144,433
144,577
144,583
144,733
144,745
144,771
144,785
144,908
144,913
144,984
145,26
145,203
145,225
145,256
145,281
145,338
145,354
145,563
145,593
145,737
145,772
145,778
145,831
145,918
146,30
146,188
146,195
146,248
146,357
146,402
146,448
146,498
146,541
146,560
146,731
146,766
146,902
146,969
147,74
147,121
147,129
147,131
147,175
147,209
147,275
147,291
147,294
147,331
147,454
147,506
147,568
147,610
147,630
147,632
147,639
147,640
147,675
147,777
147,781
147,912
148,26
148,74
148,93
148,99
148,100
148,162
148,220
148,347
148,570
148,588
148,595
148,616
148,790
148,813
148,844
148,946
149,127
149,130
149,208
149,222
149,297
149,308
149,316
149,324
149,345
149,413
149,582
149,596
149,616
149,711
149,737
149,781
149,848
149,853
149,998
150,268
150,441
150,451
150,487
150,504
150,507
150,510
150,530
150,532
150,622
150,671
150,695
150,756
150,864
150,898
151,75
151,128
151,172
151,251
151,283
151,314
151,340
151,387
151,457
151,460
151,523
151,586
151,632
151,671
151,691
151,791
151,871
151,929
152,66
152,214
152,240
152,264
152,267
152,349
152,380
152,404
152,528
152,608
152,620
152,635
152,680
152,744
152,948
153,61
153,92
153,361
153,404
153,415
153,481
153,490
153,562
153,564
153,594
153,597
153,679
153,703
153,754
153,755
153,776
153,794
153,935
153,941
154,23
154,29
154,69
154,91
154,145
154,300
154,336
154,398
154,442
154,453
154,522
154,563
154,584
154,602
154,632
154,782
154,820
154,960
154,962
154,970
155,72
155,103
155,112
155,195
155,208
155,352
155,411
155,424
155,450
155,478
155,514
155,521
155,690
155,749
155,759
155,884
155,945
156,117
156,132
156,160
156,180
156,244
156,269
156,345
156,366
156,402
156,408
156,412
156,447
156,566
156,612
156,680
156,749
156,775
156,853
156,938
156,943
157,8
157,10
157,45
157,62
157,135
157,189
157,268
157,355
157,403
157,509
157,622
157,645
157,709
157,746
157,750
157,760
158,8
158,111
158,365
158,406
158,465
158,559
158,576
158,828
158,866
159,69
159,87
159,168
159,174
159,182
159,226
159,278
159,296
159,313
159,338
159,340
159,472
159,500
159,516
159,532
159,561
159,568
159,622
159,669
159,676
159,693
159,728
159,790
159,797
159,834
160,31
160,61
160,120
160,131
160,221
160,227
160,434
160,513
160,557
160,656
160,690
160,708
160,780
160,796
160,798
160,845
160,931
160,932
161,218
161,244
161,275
161,312
161,363
161,463
161,512
161,573
161,584
161,586
161,598
161,627
161,689
161,809
161,950
162,74
162,89
162,116
162,183
162,231
162,288
162,321
162,323
162,335
162,337
162,341
162,374
162,418
162,427
162,432
162,466
162,519
162,614
162,680
162,757
162,792
162,973
162,989
163,32
163,41
163,97
163,495
163,512
163,767
163,794
163,901
163,986
164,28
164,145
164,168
164,220
164,348
164,479
164,480
164,540
164,565
164,607
164,615
164,697
164,740
165,39
165,71
165,86
165,226
165,252
165,315
165,389
165,401
165,434
165,449
165,473
165,483
165,590
165,614
165,618
165,671
165,746
165,949
165,992
166,10
166,138
166,151
166,280
166,289
166,417
166,480
166,491
166,492
166,536
166,540
166,546
166,548
166,558
166,623
166,681
166,766
166,782
166,789
166,793
166,872
166,893
166,946
167,49
167,112
167,216
167,238
167,277
167,430
167,559
167,578
167,619
167,652
167,716
167,726
167,864
167,911
168,14
168,83
168,152
168,163
168,201
168,274
168,322
168,333
168,350
168,490
168,511
168,516
168,534
168,535
168,698
168,769
168,792
168,983
169,22
169,90
169,115
169,132
169,279
169,293
169,333
169,348
169,396
169,403
169,525
169,750
169,757
169,767
169,770
169,778
169,959
169,998
170,65
170,69
170,83
170,94
170,227
170,232
170,314
170,402
170,460
170,502
170,575
170,598
170,605
170,616
170,644
170,712
170,907
171,32
171,36
171,210
171,235
171,374
171,591
171,607
171,643
171,652
171,676
171,797
171,825
171,864
172,176
172,183
172,198
172,284
172,348
172,364
172,377
172,466
172,543
172,571
172,612
172,627
172,640
172,679
172,785
172,810
172,921
172,932
173,3
173,12
173,80
173,311
173,349
173,357
173,415
173,423
173,464
173,471
173,580
173,609
173,640
173,677
173,682
173,691
173,721
173,729
173,730
173,731
173,776
173,870
173,883
173,915
174,31
174,68
174,165
174,228
174,305
174,318
174,449
174,460
174,499
174,541
174,577
174,581
174,665
174,796
174,843
174,881
175,30
175,55
175,220
175,264
175,267
175,362
175,379
175,576
175,625
175,768
175,795
175,838
175,873
175,908
175,913
175,918
176,18
176,79
176,145
176,148
176,192
176,224
176,268
176,367
176,413
176,511
176,612
176,664
176,671
176,692
176,700
176,704
176,737
176,758
176,919
176,970
176,980
177,41
177,123
177,166
177,280
177,448
177,548
177,591
177,620
177,694
177,871
178,4
178,10
178,15
178,31
178,58
178,63
178,88
178,165
178,252
178,262
178,263
178,397
178,459
178,465
178,505
178,583
178,619
178,763
178,857
178,872
178,876
178,893
178,944
178,984
179,11
179,13
179,94
179,175
179,251
179,451
179,516
179,584
179,615
179,624
179,722
179,732
179,983
180,68
180,86
180,408
180,457
180,534
180,652
180,708
180,737
180,771
180,813
180,818
180,825
181,55
181,60
181,74
181,105
181,138
181,442
181,532
181,545
181,744
181,755
181,764
182,38
182,135
182,149
182,177
182,185
182,205
182,355
182,363
182,413
182,464
182,498
182,567
182,586
182,590
182,627
182,668
182,714
182,735
182,805
182,824
182,841
182,942
182,955
183,73
183,88
183,179
183,212
183,215
183,311
183,481
183,676
183,682
183,738
184,24
184,65
184,66
184,98
184,109
184,261
184,295
184,389
184,443
184,470
184,505
184,560
184,693
184,695
184,705
184,739
184,791
184,852
184,934
185,44
185,122
185,139
185,250
185,284
185,292
185,306
185,367
185,404
185,465
185,483
185,506
185,515
185,537
185,557
185,782
186,85
186,272
186,303
186,342
186,402
186,456
187,49
187,115
187,152
187,164
187,214
187,248
187,260
187,317
187,468
187,555
187,569
187,578
187,583
187,589
187,674
187,758
187,780
187,936
188,141
188,163
188,265
188,289
188,303
188,345
188,416
188,462
188,471
188,481
188,485
188,500
188,515
188,548
188,572
188,615
188,645
188,676
188,723
188,822
189,45
189,49
189,63
189,123
189,160
189,164
189,167
189,175
189,198
189,244
189,402
189,486
189,500
189,530
189,557
189,592
189,619
189,655
189,727
189,762
189,784
189,791
189,920
189,977
190,2
190,41
190,42
190,158
190,348
190,350
190,447
190,604
190,626
190,681
190,695
190,998
191,1
191,34
191,41
191,88
191,188
191,232
191,343
191,360
191,390
191,435
191,438
191,466
191,470
191,543
191,548
191,561
191,617
191,636
191,695
191,740
191,998
192,43
192,46
192,116
192,146
192,213
192,226
192,273
192,377
192,433
192,437
192,495
192,534
192,678
192,765
192,888
192,920
193,33
193,54
193,79
193,175
193,176
193,223
193,255
193,285
193,378
193,487
193,496
193,532
193,631
193,795
194,6
194,45
194,72
194,248
194,316
194,326
194,332
194,334
194,375
194,471
194,567
194,626
194,661
194,739
194,782
194,983
195,19
195,55
195,97
195,155
195,177
195,186
195,270
195,314
195,364
195,393
195,445
195,660
195,695
195,708
195,724
195,795
195,858
195,871
196,53
196,140
196,154
196,313
196,362
196,387
196,437
196,533
196,548
196,592
196,718
196,729
196,772
196,817
196,846
196,941
196,947
196,950
196,991
197,71
197,93
197,111
197,246
197,317
197,393
197,462
197,600
197,677
197,712
197,741
197,766
197,790
197,859
198,12
198,20
198,36
198,151
198,345
198,358
198,367
198,415
198,429
198,468
198,480
198,528
198,554
198,598
198,672
198,760
198,941
198,957
199,102
199,157
199,215
199,447
199,476
199,481
199,573
199,599
199,602
199,606
199,655
199,929
199,983
199,984
200,7
200,55
200,66
200,103
200,161
200,236
200,294
200,299
200,466
200,521
200,566
200,568
200,579
200,625
200,661
200,673
200,742
200,935
200,984
201,23
201,265
201,272
201,287
201,303
201,315
201,435
201,466
201,469
201,477
201,496
201,497
202,22
202,66
202,169
202,203
202,260
202,286
202,386
202,492
202,495
202,513
202,739
202,766
202,835
203,15
203,125
203,126
203,313
203,323
203,328
203,345
